date,state,district,pincode,bio_age_5_17,bio_age_17,state_temp,district_temp,state/ut,district_master,state/ut_master,district_master,state_final,district_final
2025-04-01,Karnataka,Bangalore,560078,149,357,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Karnataka,Belgaum,591214,19,35,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Uttar Pradesh,Bara Banki,225125,13,53,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-04-01,Andhra Pradesh,Cuddapah,516003,931,191,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Andhra Pradesh,Cuddapah,516349,134,26,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Karnataka,Belgaum,591213,66,161,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Karnataka,Mysore,570014,10,24,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-04-01,Karnataka,Belgaum,590006,46,93,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Andhra Pradesh,N. T. R,521230,74,74,Andhra Pradesh,N. T. R,,,,,Andhra Pradesh,N. T. R
2025-04-01,Odisha,Baleswar,756002,195,165,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-04-01,Karnataka,Bangalore,560056,62,192,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Karnataka,Bangalore,560073,86,188,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Chhattisgarh,Kawardha,491888,37,224,Chhattisgarh,Kawardha,,,,,Chhattisgarh,Kawardha
2025-04-01,Karnataka,Belgaum,591263,14,43,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Karnataka,Bangalore,560019,19,84,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Karnataka,Bangalore,560036,81,170,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Karnataka,Bellary,583136,41,28,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-04-01,Pondicherry,Pondicherry,605003,21,113,Pondicherry,Pondicherry,,,,,Pondicherry,Pondicherry
2025-04-01,Odisha,JAJPUR,755018,105,117,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-04-01,Andhra Pradesh,Ananthapuramu,515863,259,16,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-04-01,Uttar Pradesh,Faizabad,224208,94,59,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-04-01,Odisha,Baleswar,756029,203,168,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-04-01,Karnataka,Shimoga,577203,41,66,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-04-01,Andhra Pradesh,Cuddapah,516217,277,57,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Gujarat,Kachchh,370201,546,460,Gujarat,Kachchh,,,,,Gujarat,Kachchh
2025-04-01,Karnataka,Belgaum,591302,114,206,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Uttar Pradesh,Allahabad,211006,457,229,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-04-01,Karnataka,Belgaum,591211,13,51,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Jammu and Kashmir,Badgam,193401,22,44,Jammu and Kashmir,Badgam,,,,,Jammu and Kashmir,Badgam
2025-04-01,Karnataka,Chickmagalur,577146,20,46,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-04-01,Haryana,Gurgaon,122103,395,337,Haryana,Gurgaon,,,,,Haryana,Gurgaon
2025-04-01,Uttar Pradesh,Rae Bareli,229206,453,202,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-04-01,Madhya Pradesh,Narsimhapur,487881,13,39,Madhya Pradesh,Narsimhapur,,,,,Madhya Pradesh,Narsimhapur
2025-04-01,Andhra Pradesh,Rangareddi,500092,30,83,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-04-01,Gujarat,Chhotaudepur,391152,110,190,Gujarat,Chhotaudepur,,,,,Gujarat,Chhotaudepur
2025-04-01,West Bengal,Koch Bihar,736131,16,43,West Bengal,Koch Bihar,,,,,West Bengal,Koch Bihar
2025-04-01,Andhra Pradesh,Ananthapuramu,515870,219,15,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-04-01,Gujarat,Kachchh,370435,146,92,Gujarat,Kachchh,,,,,Gujarat,Kachchh
2025-04-01,Karnataka,Bangalore,560076,153,292,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Andhra Pradesh,Cuddapah,516501,182,60,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Pondicherry,Pondicherry,605010,19,75,Pondicherry,Pondicherry,,,,,Pondicherry,Pondicherry
2025-04-01,Odisha,JAJPUR,754292,57,59,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-04-01,Karnataka,Belgaum,591317,93,163,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Uttar Pradesh,Bara Banki,225206,608,175,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-04-01,Telangana,Yadadri.,508284,12,34,Telangana,Yadadri.,,,,,Telangana,Yadadri.
2025-04-01,Andhra Pradesh,Cuddapah,516432,76,16,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Odisha,JAJPUR,755012,31,68,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-04-01,Odisha,JAJPUR,755026,104,135,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-04-01,Uttar Pradesh,Rae Bareli,229207,320,114,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-04-01,Gujarat,Chhotaudepur,391135,270,213,Gujarat,Chhotaudepur,,,,,Gujarat,Chhotaudepur
2025-04-01,Karnataka,Bellary,583123,62,90,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-04-01,Karnataka,Belgaum,591120,40,76,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Karnataka,Bangalore,560041,36,112,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Karnataka,Bangalore,560084,78,299,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Odisha,JAJPUR,755011,69,104,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-04-01,Karnataka,Bellary,583132,48,78,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-04-01,Haryana,Gurgaon,122018,104,148,Haryana,Gurgaon,,,,,Haryana,Gurgaon
2025-04-01,Uttar Pradesh,Rae Bareli,229103,307,106,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-04-01,Uttar Pradesh,Bara Banki,225412,438,185,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-04-01,Andhra Pradesh,Ananthapuramu,515455,348,19,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-04-01,Jharkhand,Purbi Singhbhum,832107,15,41,Jharkhand,Purbi Singhbhum,,,,,Jharkhand,Purbi Singhbhum
2025-04-01,Odisha,JAJPUR,755017,77,57,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-04-01,Gujarat,Kachchh,370465,454,310,Gujarat,Kachchh,,,,,Gujarat,Kachchh
2025-04-01,Jharkhand,Seraikela-kharsawan,833216,52,117,Jharkhand,Seraikela-kharsawan,,,,,Jharkhand,Seraikela-kharsawan
2025-04-01,Karnataka,Bellary,583121,136,206,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-04-01,Andhra Pradesh,Rangareddi,509337,26,91,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-04-01,Karnataka,Belgaum,591303,40,63,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Karnataka,Bangalore,560004,26,126,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Karnataka,yadgir,585202,26,104,Karnataka,yadgir,,,,,Karnataka,yadgir
2025-04-01,Karnataka,yadgir,585223,27,61,Karnataka,yadgir,,,,,Karnataka,yadgir
2025-04-01,Karnataka,Bangalore,562130,35,104,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Andhra Pradesh,N. T. R,521215,40,24,Andhra Pradesh,N. T. R,,,,,Andhra Pradesh,N. T. R
2025-04-01,Uttar Pradesh,Rae Bareli,229802,74,13,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-04-01,Karnataka,Gulbarga,585214,14,20,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-04-01,Karnataka,Gulbarga,585265,38,118,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-04-01,Andhra Pradesh,Y. S. R,516434,40,26,Andhra Pradesh,Y. S. R,,,,,Andhra Pradesh,Y. S. R
2025-04-01,Uttar Pradesh,Rae Bareli,229406,123,44,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-04-01,Karnataka,Mysore,571124,87,155,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-04-01,Karnataka,Bellary,583124,33,47,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-04-01,Punjab,Firozpur,152116,10,111,Punjab,Firozpur,,,,,Punjab,Firozpur
2025-04-01,Andhra Pradesh,Rangareddi,500035,45,253,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-04-01,Uttar Pradesh,Allahabad,211004,282,247,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-04-01,Karnataka,Shimoga,577414,12,19,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-04-01,Andhra Pradesh,Ananthapuramu,515405,205,13,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-04-01,Karnataka,Shimoga,577418,18,28,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-04-01,Andhra Pradesh,Cuddapah,516257,402,91,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Uttar Pradesh,Faizabad,224132,21,11,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-04-01,Karnataka,Bangalore,560035,36,52,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Karnataka,Bangalore,560067,45,112,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Karnataka,Bellary,583122,94,90,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-04-01,Karnataka,Chickmagalur,577126,28,108,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-04-01,Uttar Pradesh,Bara Banki,225208,129,79,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-04-01,Uttar Pradesh,Allahabad,212405,308,91,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-04-01,Karnataka,Bangalore,560103,53,67,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Andhra Pradesh,Cuddapah,516309,280,61,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Andhra Pradesh,Cuddapah,516218,172,34,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Karnataka,Bellary,583201,259,341,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-04-01,Karnataka,Belgaum,591111,26,29,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Andhra Pradesh,Cuddapah,516173,166,70,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Karnataka,Belgaum,591239,14,23,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Andhra Pradesh,Cuddapah,516108,229,82,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Karnataka,Gulbarga,585311,43,125,Karnataka,Gulbarga,,,,,Karnataka,Gulbarga
2025-04-01,Andhra Pradesh,Cuddapah,516215,323,47,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Uttar Pradesh,Bara Banki,227131,628,266,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-04-01,Andhra Pradesh,Cuddapah,516203,383,88,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Karnataka,Shimoga,577216,21,41,Karnataka,Shimoga,,,,,Karnataka,Shimoga
2025-04-01,Karnataka,Mysore,570023,35,112,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-04-01,Haryana,Gurgaon,122011,71,74,Haryana,Gurgaon,,,,,Haryana,Gurgaon
2025-04-01,Andhra Pradesh,N. T. R,520013,43,50,Andhra Pradesh,N. T. R,,,,,Andhra Pradesh,N. T. R
2025-04-01,Karnataka,Belgaum,591103,28,44,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Uttar Pradesh,Rae Bareli,229310,165,79,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-04-01,Bihar,Purnea,854303,12,27,Bihar,Purnea,,,,,Bihar,Purnea
2025-04-01,Uttar Pradesh,Faizabad,224207,39,20,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-04-01,Uttar Pradesh,Faizabad,224158,197,64,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-04-01,Odisha,JAJPUR,758025,16,17,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-04-01,Andhra Pradesh,Ananthapuramu,515561,193,15,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-04-01,Karnataka,Bellary,583212,112,144,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-04-01,Andhra Pradesh,Y. S. R,516360,65,54,Andhra Pradesh,Y. S. R,,,,,Andhra Pradesh,Y. S. R
2025-04-01,Karnataka,Belgaum,591305,24,62,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Uttar Pradesh,Allahabad,211011,436,288,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-04-01,Jammu and Kashmir,Punch,185111,701,769,Jammu and Kashmir,Punch,,,,,Jammu and Kashmir,Punch
2025-04-01,Karnataka,Bellary,583115,75,123,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-04-01,Uttar Pradesh,Rae Bareli,229301,813,282,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-04-01,West Bengal,Darjiling,734426,13,44,West Bengal,Darjiling,,,,,West Bengal,Darjiling
2025-04-01,Karnataka,Belgaum,591227,34,66,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Gujarat,Kachchh,370030,258,182,Gujarat,Kachchh,,,,,Gujarat,Kachchh
2025-04-01,Karnataka,Bellary,583214,52,71,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-04-01,Karnataka,Bangalore,560086,75,226,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Karnataka,Belgaum,591309,72,138,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Andhra Pradesh,Cuddapah,516433,109,22,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Andhra Pradesh,Cuddapah,516474,179,29,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Uttar Pradesh,Rae Bareli,229121,334,73,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-04-01,Andhra Pradesh,Ananthapuramu,515812,579,49,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-04-01,Karnataka,Bangalore Rural,562132,47,47,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-04-01,Karnataka,Bangalore,560065,20,23,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Andhra Pradesh,Cuddapah,516504,327,87,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Bihar,Purnea,854301,78,214,Bihar,Purnea,,,,,Bihar,Purnea
2025-04-01,Uttar Pradesh,Rae Bareli,229204,397,167,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-04-01,Karnataka,Bangalore,560025,14,28,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Andhra Pradesh,Ananthapuramu,515842,335,18,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-04-01,Karnataka,Bangalore,560069,13,51,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Odisha,JAJPUR,755050,17,18,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-04-01,Andhra Pradesh,Cuddapah,516247,145,43,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Karnataka,Chickmagalur,577228,55,114,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-04-01,Karnataka,Mysore,570007,51,119,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-04-01,Karnataka,Bangalore,560027,50,188,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Karnataka,Bellary,583129,55,68,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-04-01,Telangana,Yadadri.,508116,49,69,Telangana,Yadadri.,,,,,Telangana,Yadadri.
2025-04-01,Odisha,JAJPUR,754082,28,35,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-04-01,Andhra Pradesh,Cuddapah,516339,82,15,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Karnataka,Bangalore,560020,17,74,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Karnataka,Belgaum,591136,11,22,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Haryana,Gurgaon,122101,223,270,Haryana,Gurgaon,,,,,Haryana,Gurgaon
2025-04-01,Uttar Pradesh,Faizabad,224161,272,100,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-04-01,Uttar Pradesh,Faizabad,224133,58,34,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-04-01,Punjab,Firozpur,152004,10,54,Punjab,Firozpur,,,,,Punjab,Firozpur
2025-04-01,Odisha,Debagarh,768119,101,125,Odisha,Debagarh,,,,,Odisha,Debagarh
2025-04-01,Karnataka,Belgaum,591242,19,29,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Karnataka,Belgaum,591230,27,46,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Karnataka,Bellary,583211,29,26,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-04-01,Uttar Pradesh,Bara Banki,225205,214,97,Uttar Pradesh,Bara Banki,,,,,Uttar Pradesh,Bara Banki
2025-04-01,Gujarat,Chhotaudepur,391140,67,85,Gujarat,Chhotaudepur,,,,,Gujarat,Chhotaudepur
2025-04-01,Andhra Pradesh,Ananthapuramu,515671,604,42,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-04-01,Karnataka,Bangalore,560075,59,148,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Andhra Pradesh,Cuddapah,516237,55,11,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Jharkhand,Purbi Singhbhum,831011,38,159,Jharkhand,Purbi Singhbhum,,,,,Jharkhand,Purbi Singhbhum
2025-04-01,Andhra Pradesh,Rangareddi,500052,17,64,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-04-01,Karnataka,Chickmagalur,577133,20,35,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-04-01,Punjab,Firozpur,152128,13,56,Punjab,Firozpur,,,,,Punjab,Firozpur
2025-04-01,Uttar Pradesh,Faizabad,224188,295,103,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-04-01,Karnataka,Belgaum,591129,106,98,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Andhra Pradesh,Ananthapuramu,515763,246,12,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-04-01,Karnataka,Bangalore,562107,58,108,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Andhra Pradesh,Ananthapuramu,515541,210,13,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-04-01,Assam,Sibsagar,785671,137,27,Assam,Sibsagar,,,,,Assam,Sibsagar
2025-04-01,Uttar Pradesh,Rae Bareli,229311,179,43,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-04-01,Karnataka,Bangalore,560094,65,174,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Andhra Pradesh,Ananthapuramu,515672,343,23,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-04-01,Gujarat,Kachchh,370145,233,136,Gujarat,Kachchh,,,,,Gujarat,Kachchh
2025-04-01,Karnataka,Chickmagalur,577129,14,25,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-04-01,Odisha,Baleswar,756047,274,208,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-04-01,Andhra Pradesh,Cuddapah,516268,244,40,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Assam,Sibsagar,785687,25,17,Assam,Sibsagar,,,,,Assam,Sibsagar
2025-04-01,Andhra Pradesh,Rangareddi,500087,37,144,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-04-01,Karnataka,Mysore,570004,18,50,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-04-01,Andhra Pradesh,Ananthapuramu,515408,437,34,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-04-01,Karnataka,yadgir,585216,14,65,Karnataka,yadgir,,,,,Karnataka,yadgir
2025-04-01,Gujarat,Dohad,389140,10,86,Gujarat,Dohad,,,,,Gujarat,Dohad
2025-04-01,Assam,Sibsagar,785685,66,25,Assam,Sibsagar,,,,,Assam,Sibsagar
2025-04-01,Karnataka,Mysore,571130,25,88,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-04-01,Uttar Pradesh,Faizabad,225411,767,141,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-04-01,Karnataka,Mysore,571311,45,87,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-04-01,West Bengal,Koch Bihar,736135,22,109,West Bengal,Koch Bihar,,,,,West Bengal,Koch Bihar
2025-04-01,Karnataka,Bellary,583101,325,433,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-04-01,Andhra Pradesh,Cuddapah,516214,277,50,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Karnataka,Mysore,571101,67,162,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-04-01,Karnataka,Belgaum,591124,18,48,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Karnataka,Bangalore,560083,103,133,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Assam,Sibsagar,785686,28,19,Assam,Sibsagar,,,,,Assam,Sibsagar
2025-04-01,Odisha,JAJPUR,755006,42,72,Odisha,JAJPUR,,,,,Odisha,JAJPUR
2025-04-01,Karnataka,Bangalore Rural,562110,248,235,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-04-01,Karnataka,Bellary,583111,26,49,Karnataka,Bellary,,,,,Karnataka,Bellary
2025-04-01,Karnataka,Mysore,570021,17,62,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-04-01,Andhra Pradesh,Ananthapuramu,515867,180,15,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-04-01,Uttar Pradesh,Faizabad,224225,79,23,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-04-01,Pondicherry,Pondicherry,605004,29,170,Pondicherry,Pondicherry,,,,,Pondicherry,Pondicherry
2025-04-01,Odisha,Baleswar,756020,196,166,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-04-01,Telangana,Yadadri.,508115,10,22,Telangana,Yadadri.,,,,,Telangana,Yadadri.
2025-04-01,Uttar Pradesh,Allahabad,212404,144,45,Uttar Pradesh,Allahabad,,,,,Uttar Pradesh,Allahabad
2025-04-01,Karnataka,Bangalore,560100,85,176,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Karnataka,Bangalore,560030,69,186,Karnataka,Bangalore,,,,,Karnataka,Bangalore
2025-04-01,Gujarat,Kachchh,370490,115,94,Gujarat,Kachchh,,,,,Gujarat,Kachchh
2025-04-01,Andhra Pradesh,Cuddapah,516350,88,28,Andhra Pradesh,Cuddapah,,,,,Andhra Pradesh,Cuddapah
2025-04-01,Uttar Pradesh,Rae Bareli,229125,447,179,Uttar Pradesh,Rae Bareli,,,,,Uttar Pradesh,Rae Bareli
2025-04-01,Andhra Pradesh,Ananthapuramu,515775,446,34,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-04-01,Gujarat,Dohad,389154,88,341,Gujarat,Dohad,,,,,Gujarat,Dohad
2025-04-01,Odisha,Baleswar,756182,52,77,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-04-01,Karnataka,Mysore,571104,15,29,Karnataka,Mysore,,,,,Karnataka,Mysore
2025-04-01,Jammu and Kashmir,Badgam,191113,89,255,Jammu and Kashmir,Badgam,,,,,Jammu and Kashmir,Badgam
2025-04-01,Andhra Pradesh,Rangareddi,501301,30,135,Andhra Pradesh,Rangareddi,,,,,Andhra Pradesh,Rangareddi
2025-04-01,Chhattisgarh,Kawardha,491336,81,319,Chhattisgarh,Kawardha,,,,,Chhattisgarh,Kawardha
2025-04-01,Uttar Pradesh,Faizabad,224123,254,197,Uttar Pradesh,Faizabad,,,,,Uttar Pradesh,Faizabad
2025-04-01,Karnataka,Belgaum,591311,81,180,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Andhra Pradesh,Ananthapuramu,515803,232,18,Andhra Pradesh,Ananthapuramu,,,,,Andhra Pradesh,Ananthapuramu
2025-04-01,Karnataka,Chickmagalur,577175,11,17,Karnataka,Chickmagalur,,,,,Karnataka,Chickmagalur
2025-04-01,Karnataka,Bangalore Rural,562123,235,223,Karnataka,Bangalore Rural,,,,,Karnataka,Bangalore Rural
2025-04-01,Odisha,Baleswar,756044,140,114,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-04-01,Odisha,Baleswar,756055,54,38,Odisha,Baleswar,,,,,Odisha,Baleswar
2025-04-01,Andhra Pradesh,Y. S. R,516003,89,40,Andhra Pradesh,Y. S. R,,,,,Andhra Pradesh,Y. S. R
2025-04-01,Karnataka,Belgaum,591104,107,90,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Karnataka,Belgaum,591231,15,38,Karnataka,Belgaum,,,,,Karnataka,Belgaum
2025-04-01,Karnataka,Mysore,570008,69,225,Karnataka,Mysore,,,,,Karnataka,Mysore
